project_id,department,region,contractor,budget_lakhs,planned_duration_days,actual_duration_days,progress_pct,complaint_count,team_size,previous_delays,material_issues,land_disputes,season_started,delay_score,delay_status,is_delayed
PRJ01772,Housing,Rajkot,ABC Infra Pvt Ltd,375.33,377,497,30,122,141,5,0,0,Summer,0.6687,DELAYED,1
PRJ01773,Housing,Khammam,FastBuild Co,254.51,625,728,61,44,135,2,1,1,Monsoon,0.5764,DELAYED,1
PRJ01774,Roads & Highways,Agra,National Build Corp,84.48,518,689,20,0,18,1,0,1,Monsoon,0.9536,SEVERELY_DELAYED,1
PRJ01775,Housing,Nagpur,Bharat Construction,331.41,189,291,7,64,27,2,1,1,Monsoon,0.568,DELAYED,1
PRJ01776,Education,Kanpur,Bharat Construction,462.32,567,640,95,28,21,3,1,0,Monsoon,0.4076,AT_RISK,0
PRJ01777,Roads & Highways,Varanasi,GovTech Solutions,64.23,679,761,26,12,75,5,0,0,Summer,0.4572,DELAYED,1
PRJ01778,Sanitation & Drainage,Nagpur,Rajdhani Works,179.91,160,160,89,26,67,2,0,0,Spring,0.0974,ON_TRACK,0
PRJ01779,Sanitation & Drainage,Vadodara,National Build Corp,168.06,78,78,52,64,106,1,0,0,Spring,0.1699,ON_TRACK,0
PRJ01780,Parks & Recreation,Bhopal,FastBuild Co,467.48,480,591,58,117,96,3,0,0,Monsoon,0.6215,DELAYED,1
PRJ01781,Sanitation & Drainage,Ujjain,National Build Corp,326.05,642,822,11,106,23,3,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ01782,Transport,East Delhi,GovTech Solutions,60.11,59,137,33,63,143,2,0,1,Monsoon,0.4342,AT_RISK,0
PRJ01783,Electricity,Bengaluru Urban,GovTech Solutions,400.83,237,320,15,107,129,0,0,1,Summer,0.4647,DELAYED,1
PRJ01784,Electricity,Jaipur,Urban Dev Ltd,420.8,432,580,58,192,15,3,0,1,Spring,0.8232,SEVERELY_DELAYED,1
PRJ01785,Sanitation & Drainage,Mumbai Suburban,FastBuild Co,181.34,91,205,38,148,78,2,1,0,Spring,0.6358,DELAYED,1
PRJ01786,Public Safety,Howrah,SmartCity Builders,342.59,649,778,98,48,62,4,1,1,Monsoon,0.718,SEVERELY_DELAYED,1
PRJ01787,Roads & Highways,Tiruchirappalli,FastBuild Co,84.05,224,288,16,43,103,1,1,0,Spring,0.3584,AT_RISK,0
PRJ01788,Water Supply,Madurai,GovTech Solutions,108.61,450,548,85,35,92,5,1,1,Winter,0.5473,DELAYED,1
PRJ01789,Sanitation & Drainage,Mumbai City,Horizon Projects,267.13,534,687,76,175,30,5,1,0,Summer,0.8523,SEVERELY_DELAYED,1
PRJ01790,Healthcare,Indore,Prime Infra Group,329.18,614,733,87,97,72,1,0,1,Summer,0.6638,DELAYED,1
PRJ01791,Healthcare,Nagpur,Prime Infra Group,487.07,221,260,46,170,19,2,0,0,Spring,0.2187,AT_RISK,0
PRJ01792,Healthcare,Chennai South,Bharat Construction,404.55,276,385,9,20,98,5,1,1,Summer,0.6081,DELAYED,1
PRJ01793,Roads & Highways,Karimnagar,Prime Infra Group,431.85,429,609,88,144,73,3,1,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ01794,Electricity,Kota,Prime Infra Group,473.52,399,578,30,111,99,4,1,1,Winter,0.997,SEVERELY_DELAYED,1
PRJ01795,Electricity,Khammam,FastBuild Co,481.16,95,95,55,53,76,1,0,0,Spring,0.1149,ON_TRACK,0
PRJ01796,Parks & Recreation,Madurai,Urban Dev Ltd,267.98,38,167,73,85,83,4,0,1,Summer,0.7174,SEVERELY_DELAYED,1
PRJ01797,Sanitation & Drainage,Jabalpur,SmartCity Builders,161.89,410,540,73,97,106,2,1,0,Monsoon,0.7277,SEVERELY_DELAYED,1
PRJ01798,Water Supply,Darbhanga,Bharat Construction,226.87,312,449,17,61,99,5,0,1,Summer,0.7643,SEVERELY_DELAYED,1
PRJ01799,Sanitation & Drainage,Khammam,National Build Corp,26.79,713,879,33,166,144,4,0,0,Winter,0.9253,SEVERELY_DELAYED,1
PRJ01800,Sanitation & Drainage,Kolkata South,National Build Corp,388.49,346,495,27,183,19,3,1,0,Winter,0.8315,SEVERELY_DELAYED,1
PRJ01801,Public Safety,Hubballi,National Build Corp,15.48,691,846,87,187,36,3,1,0,Summer,0.8631,SEVERELY_DELAYED,1
PRJ01802,Sanitation & Drainage,Pune,National Build Corp,365.08,487,621,11,142,76,2,0,0,Winter,0.7458,SEVERELY_DELAYED,1
PRJ01803,Parks & Recreation,Muzaffarpur,Prime Infra Group,216.76,547,646,58,66,73,5,1,0,Monsoon,0.5504,DELAYED,1
PRJ01804,Water Supply,Surat,Bharat Construction,434.91,722,902,3,177,140,3,1,0,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01805,Healthcare,Durgapur,Rajdhani Works,66.46,470,546,51,174,87,3,0,0,Spring,0.4238,AT_RISK,0
PRJ01806,Public Safety,North Delhi,National Build Corp,455.56,691,856,5,195,96,1,1,0,Winter,0.9191,SEVERELY_DELAYED,1
PRJ01807,Roads & Highways,Karimnagar,Urban Dev Ltd,18.67,185,305,61,174,50,5,0,0,Summer,0.6687,DELAYED,1
PRJ01808,Education,Bengaluru Rural,Urban Dev Ltd,331.45,229,384,15,108,11,4,1,0,Spring,0.8656,SEVERELY_DELAYED,1
PRJ01809,Transport,Prayagraj,National Build Corp,381.65,571,671,80,177,27,3,0,0,Monsoon,0.5593,DELAYED,1
PRJ01810,Healthcare,Pune,Bharat Construction,311.41,389,436,90,39,137,3,0,0,Spring,0.2627,AT_RISK,0
PRJ01811,Transport,Kanpur,GovTech Solutions,392.15,382,561,16,184,100,4,1,0,Spring,0.9962,SEVERELY_DELAYED,1
PRJ01812,Healthcare,Nashik,GovTech Solutions,320.15,483,605,29,179,53,4,0,0,Monsoon,0.6803,DELAYED,1
PRJ01813,Education,Karimnagar,Rajdhani Works,391.04,260,395,16,58,113,3,0,1,Monsoon,0.7529,SEVERELY_DELAYED,1
PRJ01814,Roads & Highways,Ahmedabad,SmartCity Builders,453.75,594,695,58,11,135,1,1,1,Summer,0.5628,DELAYED,1
PRJ01815,Water Supply,Jabalpur,Horizon Projects,414.97,234,284,48,9,30,0,1,0,Monsoon,0.2812,AT_RISK,0
PRJ01816,Sanitation & Drainage,Kolkata North,National Build Corp,322.58,596,737,28,142,148,5,0,0,Winter,0.7876,SEVERELY_DELAYED,1
PRJ01817,Public Safety,Agra,SmartCity Builders,267.3,294,401,99,103,127,1,1,1,Winter,0.5994,DELAYED,1
PRJ01818,Education,Nagpur,GovTech Solutions,489.85,251,251,88,39,41,1,0,0,Monsoon,0.0697,ON_TRACK,0
PRJ01819,Transport,Madurai,Prime Infra Group,173.38,716,833,94,144,44,5,0,0,Monsoon,0.6552,DELAYED,1
PRJ01820,Parks & Recreation,Kolkata North,ABC Infra Pvt Ltd,91.93,662,779,43,54,100,5,0,1,Spring,0.6509,DELAYED,1
PRJ01821,Healthcare,Bhagalpur,Rajdhani Works,33.8,693,873,14,136,19,2,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01822,Education,Mumbai City,Bharat Construction,243.04,352,448,29,143,83,0,1,0,Summer,0.5354,DELAYED,1
PRJ01823,Roads & Highways,Agra,National Build Corp,387.5,208,388,51,169,19,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01824,Healthcare,Jodhpur,Rajdhani Works,193.37,351,432,93,70,126,0,1,1,Winter,0.4545,DELAYED,1
PRJ01825,Education,Jodhpur,National Build Corp,468.42,705,885,8,94,27,3,1,0,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01826,Water Supply,Jodhpur,Urban Dev Ltd,214.42,47,183,72,171,28,4,1,0,Winter,0.7609,SEVERELY_DELAYED,1
PRJ01827,Transport,Hyderabad,Rajdhani Works,179.2,219,325,7,122,5,1,0,1,Spring,0.5937,DELAYED,1
PRJ01828,Sanitation & Drainage,Howrah,GovTech Solutions,36.02,697,768,63,24,39,5,0,0,Summer,0.3988,AT_RISK,0
PRJ01829,Education,Central Delhi,Bharat Construction,376.07,470,650,79,103,123,4,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01830,Roads & Highways,Jodhpur,Horizon Projects,108.2,198,279,54,125,128,1,0,0,Spring,0.4513,DELAYED,1
PRJ01831,Sanitation & Drainage,Durgapur,SmartCity Builders,230.46,377,557,89,147,140,4,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ01832,Parks & Recreation,Chennai North,Bharat Construction,101.91,647,827,11,161,102,2,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ01833,Roads & Highways,Vadodara,FastBuild Co,91.25,157,226,18,11,45,0,0,1,Winter,0.3867,AT_RISK,0
PRJ01834,Roads & Highways,Ujjain,Urban Dev Ltd,403.87,308,425,36,144,121,2,1,0,Spring,0.6501,DELAYED,1
PRJ01835,Roads & Highways,North Delhi,GovTech Solutions,484.1,505,641,50,78,84,4,1,1,Spring,0.7571,SEVERELY_DELAYED,1
PRJ01836,Electricity,Tiruchirappalli,FastBuild Co,296.75,346,526,11,107,56,3,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ01837,Roads & Highways,Chennai South,Urban Dev Ltd,12.02,280,337,45,80,61,3,0,0,Summer,0.3199,AT_RISK,0
PRJ01838,Transport,Gwalior,SmartCity Builders,282.74,661,841,23,118,117,0,0,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ01839,Sanitation & Drainage,Jodhpur,SmartCity Builders,160.89,80,218,88,94,124,5,0,0,Monsoon,0.7677,SEVERELY_DELAYED,1
PRJ01840,Parks & Recreation,Nizamabad,National Build Corp,264.74,503,653,52,172,57,3,1,0,Monsoon,0.8354,SEVERELY_DELAYED,1
PRJ01841,Water Supply,Darbhanga,Urban Dev Ltd,458.12,665,834,71,145,90,4,1,1,Winter,0.941,SEVERELY_DELAYED,1
PRJ01842,Education,Kolkata South,SmartCity Builders,149.62,368,459,96,67,79,5,0,1,Monsoon,0.5083,DELAYED,1
PRJ01843,Education,Patna,National Build Corp,306.19,435,566,72,154,67,4,0,1,Winter,0.7316,SEVERELY_DELAYED,1
PRJ01844,Education,Kota,Rajdhani Works,113.59,306,379,52,67,9,4,0,0,Winter,0.4065,AT_RISK,0
PRJ01845,Healthcare,West Delhi,FastBuild Co,250.5,161,301,77,185,127,5,0,1,Winter,0.7812,SEVERELY_DELAYED,1
PRJ01846,Water Supply,Chennai North,GovTech Solutions,483.69,614,614,57,33,20,5,0,0,Summer,0.1281,ON_TRACK,0
PRJ01847,Public Safety,Jabalpur,ABC Infra Pvt Ltd,163.75,561,738,44,49,78,5,1,1,Spring,0.9886,SEVERELY_DELAYED,1
PRJ01848,Parks & Recreation,Ahmedabad,FastBuild Co,429.64,158,276,4,62,7,0,1,1,Monsoon,0.6594,DELAYED,1
PRJ01849,Transport,Howrah,Prime Infra Group,464.49,181,292,92,156,62,4,0,0,Spring,0.6179,DELAYED,1
PRJ01850,Sanitation & Drainage,Gwalior,Urban Dev Ltd,68.61,147,305,26,187,123,2,1,1,Summer,0.8799,SEVERELY_DELAYED,1
PRJ01851,Housing,Bhopal,FastBuild Co,95.56,626,749,43,160,125,0,1,0,Spring,0.6848,DELAYED,1
PRJ01852,Transport,Ajmer,Bharat Construction,130.92,399,511,70,76,53,2,1,1,Summer,0.6243,DELAYED,1
PRJ01853,Electricity,Hubballi,National Build Corp,111.8,585,665,70,94,17,1,1,0,Summer,0.4464,AT_RISK,0
PRJ01854,Healthcare,Bhagalpur,SmartCity Builders,466.43,168,291,4,63,54,2,1,1,Monsoon,0.6843,DELAYED,1
PRJ01855,Sanitation & Drainage,Chennai South,SmartCity Builders,328.18,49,227,38,59,120,5,1,1,Monsoon,0.99,SEVERELY_DELAYED,1
PRJ01856,Housing,Bhagalpur,ABC Infra Pvt Ltd,276.31,696,876,40,181,41,4,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ01857,Transport,West Delhi,GovTech Solutions,323.49,528,631,56,73,21,3,1,0,Summer,0.5775,DELAYED,1
PRJ01858,Roads & Highways,Tiruchirappalli,Bharat Construction,29.69,263,380,68,93,17,1,0,1,Winter,0.6525,DELAYED,1
PRJ01859,Electricity,Kolkata North,Urban Dev Ltd,224.5,374,462,93,192,45,1,0,0,Monsoon,0.4902,DELAYED,1
PRJ01860,Housing,Nashik,FastBuild Co,5.15,46,169,17,84,107,4,0,0,Monsoon,0.6882,DELAYED,1
PRJ01861,Healthcare,North Delhi,Bharat Construction,110.12,289,389,52,119,117,0,0,1,Summer,0.5606,DELAYED,1
PRJ01862,Public Safety,Karimnagar,ABC Infra Pvt Ltd,428.02,175,248,99,122,93,2,0,0,Spring,0.4068,AT_RISK,0
PRJ01863,Sanitation & Drainage,Coimbatore,Urban Dev Ltd,28.5,207,351,29,188,147,2,1,0,Monsoon,0.8055,SEVERELY_DELAYED,1
PRJ01864,Healthcare,South Delhi,Bharat Construction,358.51,164,164,5,32,143,2,1,0,Winter,0.0576,ON_TRACK,0
PRJ01865,Transport,Gaya,ABC Infra Pvt Ltd,227.38,196,315,20,169,38,2,0,1,Summer,0.6613,DELAYED,1
PRJ01866,Roads & Highways,Durgapur,SmartCity Builders,330.45,589,757,59,186,31,3,1,1,Winter,0.9336,SEVERELY_DELAYED,1
PRJ01867,Education,Kolkata South,National Build Corp,462.87,81,211,49,92,143,1,1,0,Monsoon,0.7223,SEVERELY_DELAYED,1
PRJ01868,Public Safety,Lucknow,GovTech Solutions,253.14,95,184,23,39,86,4,0,1,Winter,0.4989,DELAYED,1
PRJ01869,Electricity,Kolkata North,Horizon Projects,356.45,549,630,92,189,42,1,1,0,Winter,0.4536,DELAYED,1
PRJ01870,Healthcare,Durgapur,FastBuild Co,397.32,132,132,16,21,27,0,0,1,Summer,0.1912,ON_TRACK,0
PRJ01871,Housing,East Delhi,Bharat Construction,491.27,596,720,53,190,17,5,0,1,Winter,0.6926,DELAYED,1
PRJ01872,Roads & Highways,Muzaffarpur,Rajdhani Works,346.95,674,827,28,153,43,2,0,1,Winter,0.855,SEVERELY_DELAYED,1
PRJ01873,Parks & Recreation,Bengaluru Rural,FastBuild Co,367.74,142,142,63,26,49,1,0,1,Winter,0.1984,ON_TRACK,0
PRJ01874,Electricity,Gwalior,Prime Infra Group,110.55,495,648,23,41,10,2,1,0,Monsoon,0.8546,SEVERELY_DELAYED,1
PRJ01875,Sanitation & Drainage,Pune,SmartCity Builders,188.75,358,432,87,66,102,1,0,0,Monsoon,0.4117,AT_RISK,0
PRJ01876,Housing,Muzaffarpur,Bharat Construction,488.09,331,511,38,113,9,2,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01877,Roads & Highways,Coimbatore,Rajdhani Works,402.32,40,182,47,157,101,4,1,0,Summer,0.7906,SEVERELY_DELAYED,1
PRJ01878,Transport,Ujjain,Urban Dev Ltd,394.12,488,593,63,65,51,3,1,0,Monsoon,0.5854,DELAYED,1
PRJ01879,Sanitation & Drainage,Bikaner,Urban Dev Ltd,116.97,219,278,57,127,126,2,0,0,Spring,0.3322,AT_RISK,0
PRJ01880,Parks & Recreation,Jodhpur,GovTech Solutions,209.47,438,490,44,138,26,1,0,0,Summer,0.2936,AT_RISK,0
PRJ01881,Parks & Recreation,Jodhpur,GovTech Solutions,296.47,149,245,9,82,110,1,0,0,Monsoon,0.5375,DELAYED,1
PRJ01882,Transport,Hyderabad,Urban Dev Ltd,116.68,280,431,59,171,44,5,1,0,Spring,0.8431,SEVERELY_DELAYED,1
PRJ01883,Transport,Indore,Prime Infra Group,21.85,416,596,9,85,71,4,0,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01884,Water Supply,Mysuru,Bharat Construction,111.91,581,581,97,10,16,2,0,0,Summer,0.0,ON_TRACK,0
PRJ01885,Water Supply,Muzaffarpur,National Build Corp,425.33,126,242,22,200,24,2,1,0,Monsoon,0.6482,DELAYED,1
PRJ01886,Parks & Recreation,Bhavnagar,GovTech Solutions,271.95,578,644,63,102,81,0,0,0,Spring,0.3696,AT_RISK,0
PRJ01887,Housing,Hyderabad,Prime Infra Group,195.04,342,382,96,34,5,0,1,0,Summer,0.2233,AT_RISK,0
PRJ01888,Transport,Vadodara,Rajdhani Works,319.32,521,652,31,80,138,2,1,1,Spring,0.7297,SEVERELY_DELAYED,1
PRJ01889,Education,Kolkata North,Prime Infra Group,298.1,162,213,27,75,51,0,0,1,Summer,0.2868,AT_RISK,0
PRJ01890,Sanitation & Drainage,Bengaluru Rural,National Build Corp,91.92,342,421,88,16,16,2,0,1,Monsoon,0.439,AT_RISK,0
PRJ01891,Housing,Mangaluru,National Build Corp,366.5,553,694,72,197,33,0,1,1,Winter,0.7882,SEVERELY_DELAYED,1
PRJ01892,Sanitation & Drainage,Muzaffarpur,SmartCity Builders,287.9,569,749,12,166,46,4,0,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ01893,Housing,South Delhi,ABC Infra Pvt Ltd,437.65,462,514,52,5,48,5,0,0,Monsoon,0.2895,AT_RISK,0
PRJ01894,Roads & Highways,Nizamabad,Bharat Construction,269.85,228,368,69,101,53,0,0,1,Monsoon,0.7823,SEVERELY_DELAYED,1
PRJ01895,Roads & Highways,Hyderabad,GovTech Solutions,122.51,572,745,30,140,5,2,0,1,Winter,0.9638,SEVERELY_DELAYED,1
PRJ01896,Transport,Bengaluru Urban,FastBuild Co,30.29,437,567,68,178,115,1,1,1,Summer,0.7241,SEVERELY_DELAYED,1
PRJ01897,Healthcare,Darbhanga,Bharat Construction,422.0,241,358,64,156,103,5,0,0,Monsoon,0.6519,DELAYED,1
PRJ01898,Public Safety,Kolkata South,National Build Corp,317.68,676,831,69,192,108,1,1,1,Winter,0.8619,SEVERELY_DELAYED,1
PRJ01899,Water Supply,Chennai North,SmartCity Builders,482.58,141,141,0,19,53,1,0,0,Winter,0.0393,ON_TRACK,0
PRJ01900,Healthcare,Bhopal,FastBuild Co,50.03,583,703,65,187,62,2,0,1,Monsoon,0.6693,DELAYED,1
PRJ01901,Transport,Indore,National Build Corp,163.02,50,157,51,123,131,3,0,0,Spring,0.5988,DELAYED,1
PRJ01902,Electricity,Jabalpur,Urban Dev Ltd,3.63,581,625,66,25,73,1,0,0,Monsoon,0.2466,AT_RISK,0
PRJ01903,Public Safety,Bikaner,Rajdhani Works,58.83,545,628,88,28,95,4,1,0,Spring,0.4621,DELAYED,1
PRJ01904,Housing,Prayagraj,Prime Infra Group,330.54,212,373,94,172,9,5,0,1,Winter,0.8959,SEVERELY_DELAYED,1
PRJ01905,Electricity,Karimnagar,SmartCity Builders,381.98,656,825,45,147,29,1,1,1,Spring,0.9425,SEVERELY_DELAYED,1
PRJ01906,Healthcare,Tiruchirappalli,FastBuild Co,172.04,258,378,77,69,116,5,0,1,Monsoon,0.6713,DELAYED,1
PRJ01907,Education,Nagpur,FastBuild Co,222.8,672,720,60,36,110,3,1,0,Summer,0.27,AT_RISK,0
PRJ01908,Public Safety,Jodhpur,FastBuild Co,242.47,605,785,0,141,122,2,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ01909,Housing,Nizamabad,FastBuild Co,203.11,107,149,65,49,134,2,0,1,Winter,0.2364,AT_RISK,0
PRJ01910,Public Safety,Chennai North,Prime Infra Group,259.73,675,806,43,52,107,5,0,1,Spring,0.73,SEVERELY_DELAYED,1
PRJ01911,Education,Ujjain,FastBuild Co,132.98,353,533,1,154,47,5,1,0,Summer,1.0,SEVERELY_DELAYED,1
PRJ01912,Parks & Recreation,Bengaluru Urban,National Build Corp,82.43,172,268,58,10,106,3,1,0,Summer,0.5362,DELAYED,1
PRJ01913,Roads & Highways,Bhagalpur,Horizon Projects,135.64,288,398,45,133,31,1,0,0,Monsoon,0.6147,DELAYED,1
PRJ01914,Roads & Highways,Warangal,Rajdhani Works,333.55,583,664,70,60,126,2,0,1,Winter,0.4551,DELAYED,1
PRJ01915,Electricity,Chennai North,ABC Infra Pvt Ltd,462.76,487,566,100,94,8,0,0,0,Monsoon,0.4439,AT_RISK,0
PRJ01916,Roads & Highways,Varanasi,Urban Dev Ltd,380.01,442,606,13,151,96,5,0,0,Spring,0.912,SEVERELY_DELAYED,1
PRJ01917,Parks & Recreation,Khammam,Prime Infra Group,279.2,608,788,24,112,143,5,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ01918,Public Safety,Jodhpur,ABC Infra Pvt Ltd,457.03,49,116,83,30,140,3,0,1,Spring,0.3765,AT_RISK,0
PRJ01919,Roads & Highways,South Delhi,National Build Corp,214.15,155,282,6,59,74,2,1,1,Monsoon,0.7082,SEVERELY_DELAYED,1
PRJ01920,Sanitation & Drainage,Bikaner,FastBuild Co,197.0,310,490,85,87,113,4,1,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ01921,Sanitation & Drainage,Tiruchirappalli,ABC Infra Pvt Ltd,71.31,159,323,14,82,93,4,1,1,Spring,0.9114,SEVERELY_DELAYED,1
PRJ01922,Sanitation & Drainage,Hyderabad,SmartCity Builders,92.53,215,345,15,155,7,2,0,0,Monsoon,0.7224,SEVERELY_DELAYED,1
PRJ01923,Education,Durgapur,ABC Infra Pvt Ltd,249.7,521,633,49,77,143,2,1,1,Winter,0.6249,DELAYED,1
PRJ01924,Transport,Hubballi,FastBuild Co,163.47,128,233,29,136,62,2,0,1,Spring,0.5867,DELAYED,1
PRJ01925,Water Supply,Nagpur,Prime Infra Group,364.46,253,336,13,42,19,0,0,1,Winter,0.4652,DELAYED,1
PRJ01926,Sanitation & Drainage,Agra,GovTech Solutions,465.29,99,208,91,199,125,1,0,1,Summer,0.6056,DELAYED,1
PRJ01927,Public Safety,Bengaluru Urban,SmartCity Builders,268.27,588,682,93,63,93,4,1,1,Winter,0.5229,DELAYED,1
PRJ01928,Housing,Hyderabad,GovTech Solutions,292.44,342,509,21,174,93,1,1,0,Monsoon,0.93,SEVERELY_DELAYED,1
PRJ01929,Electricity,Pune,Horizon Projects,244.88,659,839,10,114,22,0,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ01930,Housing,Darbhanga,ABC Infra Pvt Ltd,154.6,124,283,33,114,121,2,1,1,Winter,0.8871,SEVERELY_DELAYED,1
PRJ01931,Healthcare,Jabalpur,Urban Dev Ltd,178.63,174,311,38,112,140,5,1,0,Monsoon,0.7639,SEVERELY_DELAYED,1
PRJ01932,Public Safety,Pune,Urban Dev Ltd,351.31,614,614,58,51,71,2,0,0,Winter,0.1348,ON_TRACK,0
PRJ01933,Parks & Recreation,Hubballi,Rajdhani Works,111.51,157,157,67,55,112,0,0,0,Summer,0.0674,ON_TRACK,0
PRJ01934,Healthcare,Muzaffarpur,Horizon Projects,213.85,68,187,65,121,134,4,0,0,Monsoon,0.6626,DELAYED,1
PRJ01935,Parks & Recreation,Patna,GovTech Solutions,271.88,231,357,1,73,147,3,0,1,Spring,0.7051,SEVERELY_DELAYED,1
PRJ01936,Water Supply,Hyderabad,GovTech Solutions,222.86,343,426,52,83,59,2,0,1,Summer,0.4648,DELAYED,1
PRJ01937,Housing,West Delhi,National Build Corp,178.44,519,698,24,74,76,3,1,0,Summer,0.9978,SEVERELY_DELAYED,1
PRJ01938,Public Safety,Durgapur,SmartCity Builders,296.45,437,504,75,16,84,1,0,1,Monsoon,0.3727,AT_RISK,0
PRJ01939,Sanitation & Drainage,Kota,FastBuild Co,444.39,674,723,55,67,92,0,0,0,Winter,0.276,AT_RISK,0
PRJ01940,Water Supply,West Delhi,Horizon Projects,240.11,621,801,2,136,64,5,1,0,Winter,1.0,SEVERELY_DELAYED,1
PRJ01941,Water Supply,Bhopal,National Build Corp,331.95,327,456,36,43,80,3,1,1,Spring,0.7216,SEVERELY_DELAYED,1
PRJ01942,Transport,Jabalpur,FastBuild Co,291.63,478,658,21,143,99,3,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ01943,Housing,Nagpur,Horizon Projects,421.37,82,153,22,36,23,3,1,0,Summer,0.3988,AT_RISK,0
PRJ01944,Sanitation & Drainage,Tiruchirappalli,Horizon Projects,319.83,492,672,10,118,8,2,1,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01945,Parks & Recreation,Gaya,National Build Corp,397.51,241,380,54,127,45,4,1,0,Winter,0.7735,SEVERELY_DELAYED,1
PRJ01946,Water Supply,Bengaluru Rural,Bharat Construction,105.36,544,674,43,192,116,4,0,0,Summer,0.7241,SEVERELY_DELAYED,1
PRJ01947,Transport,Chennai North,FastBuild Co,417.23,111,196,35,86,7,0,0,0,Spring,0.4764,DELAYED,1
PRJ01948,Public Safety,Siliguri,FastBuild Co,185.52,181,279,71,108,113,4,0,0,Summer,0.548,DELAYED,1
PRJ01949,Parks & Recreation,Mumbai Suburban,Urban Dev Ltd,377.39,505,558,95,3,86,1,0,1,Summer,0.2988,AT_RISK,0
PRJ01950,Roads & Highways,Gwalior,National Build Corp,288.05,628,808,10,2,68,4,0,1,Summer,1.0,SEVERELY_DELAYED,1
PRJ01951,Education,Nagpur,Urban Dev Ltd,61.07,466,629,5,146,20,5,1,0,Winter,0.9059,SEVERELY_DELAYED,1
PRJ01952,Housing,Bhopal,National Build Corp,142.06,92,194,17,76,59,5,1,0,Summer,0.5683,DELAYED,1
PRJ01953,Electricity,Central Delhi,Urban Dev Ltd,103.22,441,618,17,112,25,1,1,1,Spring,0.9866,SEVERELY_DELAYED,1
PRJ01954,Transport,Chennai North,Bharat Construction,121.38,663,843,7,180,6,5,1,1,Winter,1.0,SEVERELY_DELAYED,1
PRJ01955,Electricity,Mumbai Suburban,Urban Dev Ltd,225.46,282,405,11,166,90,3,1,0,Winter,0.6883,DELAYED,1
PRJ01956,Transport,Surat,FastBuild Co,178.86,148,282,12,97,79,1,1,0,Monsoon,0.7462,SEVERELY_DELAYED,1
PRJ01957,Sanitation & Drainage,Bhagalpur,Horizon Projects,236.03,216,336,58,7,45,4,1,1,Monsoon,0.6705,DELAYED,1
PRJ01958,Electricity,North Delhi,Urban Dev Ltd,147.85,563,743,10,96,70,2,0,1,Monsoon,1.0,SEVERELY_DELAYED,1
PRJ01959,Water Supply,East Delhi,National Build Corp,479.47,361,500,81,52,90,4,1,1,Spring,0.7739,SEVERELY_DELAYED,1
PRJ01960,Education,East Delhi,Urban Dev Ltd,19.22,715,831,71,139,5,1,1,0,Summer,0.6456,DELAYED,1
PRJ01961,Roads & Highways,Chennai South,GovTech Solutions,210.14,462,642,17,130,31,2,1,1,Spring,1.0,SEVERELY_DELAYED,1
PRJ01962,Public Safety,Pune,Horizon Projects,296.19,246,409,2,147,110,4,0,1,Monsoon,0.91,SEVERELY_DELAYED,1
PRJ01963,Public Safety,Kolkata North,Prime Infra Group,285.05,207,384,64,137,76,4,1,1,Summer,0.9865,SEVERELY_DELAYED,1
PRJ01964,Parks & Recreation,Jabalpur,Urban Dev Ltd,427.91,272,411,98,84,142,5,1,0,Summer,0.7752,SEVERELY_DELAYED,1
PRJ01965,Public Safety,Pune,Rajdhani Works,444.19,51,157,82,108,146,4,0,0,Winter,0.5889,DELAYED,1
PRJ01966,Electricity,Bhagalpur,Prime Infra Group,101.95,243,339,75,128,138,0,1,0,Summer,0.5363,DELAYED,1
PRJ01967,Housing,Ahmedabad,Rajdhani Works,480.92,257,380,93,59,59,3,1,1,Winter,0.6862,DELAYED,1
PRJ01968,Public Safety,North Delhi,Prime Infra Group,116.66,38,75,77,3,33,2,0,1,Summer,0.2094,AT_RISK,0
PRJ01969,Roads & Highways,Bengaluru Rural,Horizon Projects,198.25,387,442,33,42,15,2,0,0,Monsoon,0.3064,AT_RISK,0
PRJ01970,Healthcare,Mumbai Suburban,FastBuild Co,362.22,394,543,57,118,39,0,1,1,Summer,0.8294,SEVERELY_DELAYED,1
